,CID,name,smiles,7.1,8.1,8.2,8.5,8.6,8.7
64,60065,"5-O-[(3R)-1-benzylpiperidin-3-yl] 3-O-methyl 2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",CC1=C(C(C(=C(N1)C)C(=O)O[C@@H]2CCCN(C2)CC3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC,,,,,,
65,60066,"(1,4,7,10,13,16)Hexaoxacyclooctadecino(2,3-f:11,12-f')bisbenzothiazole-2,14-diamine, 6,7,9,10,18,19,21,22-octahydro-",C1COC2=C(C=C3C(=C2)N=C(S3)N)OCCOCCOC4=C(C=C5C(=C4)N=C(S5)N)OCCO1,,,,,,
66,60067,"(1,4,7,10,13,16)Hexaoxacyclooctadecino(2,3-g:12,11-g')diquinoline-2,15(1H,14H)-dione, 7,8,10,11,20,21,23,24-octahydro-4,17-dimethyl-",CC1=CC(=O)NC2=CC3=C(C=C12)OCCOCCOC4=C(C=C5C(=CC(=O)NC5=C4)C)OCCOCCO3,,,,,,
67,60068,"(1,4,7,10,13,16)Hexaoxacyclooctadecino(2,3-g:11,12-g')diquinoline-2,16(1H,17H)-dione, 7,8,10,11,20,21,23,24-octahydro-4,14-dimethyl-",CC1=CC(=O)NC2=CC3=C(C=C12)OCCOCCOC4=C(C=C5C(=C4)C(=CC(=O)N5)C)OCCOCCO3,,,,,,
68,60069,"(1,4,7,10,13,16)Hexaoxacyclooctadecino(2,3-f:12,11-f')bisbenzothiazole-2,14-diamine, 6,7,9,10,18,19,21,22-octahydro-",C1COC2=C(C=C3C(=C2)N=C(S3)N)OCCOCCOC4=C(C=C5C(=C4)SC(=N5)N)OCCO1,,,,,,
69,60070,CID 60070,CC[NH+](CC)CCOC1=CC=CC=C1OC(=CC2=CC=CC=C2)C(=O)C.C(C(=O)O)C(CC(=O)O)(C(=O)[O-])O,,,,,,
70,60071,"3-[o-(beta-N,N-diethylaminoethoxy)-phenoxy]-4-phenyl-3-buten-2-one",CCN(CC)CCOC1=CC=CC=C1OC(=CC2=CC=CC=C2)C(=O)C,,,,,,
71,60072,CID 60072,CC[NH+](CC)CCOC1=CC=C(C=C1)OC(=CC2=CC=CC=C2)C(=O)C.C(C(=O)O)C(CC(=O)O)(C(=O)[O-])O,,,,,,
72,60073,3-[4-[2-(Diethylamino)ethoxy]phenoxy]-4-phenylbut-3-en-2-one,CCN(CC)CCOC1=CC=C(C=C1)OC(=CC2=CC=CC=C2)C(=O)C,,,,,,
73,60074,CID 60074,CC(=O)C(=CC1=CC=CC=C1)OC2=CC=CC=C2OCCC[NH2+]C(C)(C)C.[Cl-],,,,,,
74,60075,3-[2-[3-(Tert-butylamino)propoxy]phenoxy]-4-phenylbut-3-en-2-one,CC(=O)C(=CC1=CC=CC=C1)OC2=CC=CC=C2OCCCNC(C)(C)C,,,,,,
75,60076,CID 60076,CC(=O)C(=CC1=CC=CC=C1)OC2=CC=CC=C2OCC(CN3CCN(CC3)C)O.C(=CC(=O)O)C(=O)O.C(=CC(=O)O)C(=O)O,,,,,,
76,60077,CID 60077,CC(=O)C(=CC1=CC=CC=C1)OC2=CC=CC=C2OCC(CN3CCN(CC3)C)O,,,,,,
77,60078,3-(2-(2-(Diethylamino)ethoxy)phenoxy)-4-phenylbutan-2-one citrate,CC[NH+](CC)CCOC1=CC(=CC=C1)OC(CC2=CC=CC=C2)C(=O)C.C(C(=O)O)C(CC(=O)O)(C(=O)[O-])O,,,,,,
78,60079,3-[3-[2-(Diethylamino)ethoxy]phenoxy]-4-phenylbutan-2-one,CCN(CC)CCOC1=CC(=CC=C1)OC(CC2=CC=CC=C2)C(=O)C,,,,,,
79,60080,CID 60080,CC[NH+](CC)CCOC1=CC=CC=C1OC(=CC2=CC=CC=C2)C(C)O.C(C(=O)O)C(CC(=O)O)(C(=O)[O-])O,,,,,,
80,60081,CID 60081,CCN(CC)CCOC1=CC=CC=C1OC(=CC2=CC=CC=C2)C(C)O,,,,,,
81,60082,3-(2-(2-(Diethylamino)ethoxy)phenoxy)-4-phenylbutan-2-ol citrate,CC[NH+](CC)CCOC1=CC=CC=C1OC(CC2=CC=CC=C2)C(C)O.C(C(=O)O)C(CC(=O)[O-])(C(=O)O)O,,,,,,
82,60083,3-[2-[2-(Diethylamino)ethoxy]phenoxy]-4-phenylbutan-2-ol,CCN(CC)CCOC1=CC=CC=C1OC(CC2=CC=CC=C2)C(C)O,,,,,,
83,60084,CID 60084,CC(=O)C(=CC1=CC=CC=C1)OC2=CC=CC=C2OCCC3CCCN3,,,,,,
84,60085,CID 60085,CC(C)N(CCCOC1=CC=CC=C1OC(=CC2=CC=CC=C2)C(=O)C)C(C)C,,,,,,
85,60086,3-[2-[3-(Tert-butylamino)-2-hydroxypropoxy]phenoxy]but-3-en-2-one,CC(=O)C(=C)OC1=CC=CC=C1OCC(CNC(C)(C)C)O,,,,,,
86,60087,CID 60087,CC(C)[NH+](CCOC1=CC=CC=C1OC(=CC2=CC=CC=C2)C(=O)C)C(C)C.[Cl-],,,,,,
87,60088,CID 60088,CC(C)N(CCOC1=CC=CC=C1OC(=CC2=CC=CC=C2)C(=O)C)C(C)C,,,,,,
88,60089,CID 60089,CC(=O)C(=CC1=CC=CC=C1)OC2=CC=CC=C2OCC[NH+]3CCCCC3.[Cl-],,,,,,
89,60090,4-Phenyl-3-[2-(2-piperidin-1-ylethoxy)phenoxy]but-3-en-2-one,CC(=O)C(=CC1=CC=CC=C1)OC2=CC=CC=C2OCCN3CCCCC3,,,,,,
90,60091,CID 60091,CC(=O)C(=CC1=CC=CC=C1)OC2=CC=CC=C2OCC[NH+]3CCOCC3.[Cl-],,,,,,
91,60092,3-[2-(2-Morpholin-4-ylethoxy)phenoxy]-4-phenylbut-3-en-2-one,CC(=O)C(=CC1=CC=CC=C1)OC2=CC=CC=C2OCCN3CCOCC3,,,,,,
92,60093,CID 60093,CC(=O)C(=CC1=CC=CC=C1)OC2=CC=CC=C2OCCC[NH+](C)C.C(=CC(=O)[O-])C(=O)O,,,,,,
93,60094,3-[2-[3-(Dimethylamino)propoxy]phenoxy]-4-phenylbut-3-en-2-one,CC(=O)C(=CC1=CC=CC=C1)OC2=CC=CC=C2OCCCN(C)C,,,,,,
94,60095,"2-(Carboxymethyl)-2,4-dihydroxy-4-oxobutanoate;dimethyl-[3-[2-(3-oxo-1-phenylbut-1-en-2-yl)oxyphenoxy]propyl]azanium",CC(=O)C(=CC1=CC=CC=C1)OC2=CC=CC=C2OCCC[NH+](C)C.C(C(=O)O)C(CC(=O)O)(C(=O)[O-])O,,,,,,
95,60096,CID 60096,CC[NH+](CC)CCCOC1=CC=CC=C1OC(=CC2=CC=CC=C2)C(=O)C.[Cl-],,,,,,
96,60097,CID 60097,CCN(CC)CCCOC1=CC=CC=C1OC(=CC2=CC=CC=C2)C(=O)C,,,,,,
97,60098,"2-(Carboxymethyl)-2,4-dihydroxy-4-oxobutanoate;4-phenyl-3-[2-(3-piperidin-1-ium-1-ylpropoxy)phenoxy]but-3-en-2-one",CC(=O)C(=CC1=CC=CC=C1)OC2=CC=CC=C2OCCC[NH+]3CCCCC3.C(C(=O)O)C(CC(=O)O)(C(=O)[O-])O,,,,,,
98,60099,4-Phenyl-3-[2-(3-piperidin-1-ylpropoxy)phenoxy]but-3-en-2-one,CC(=O)C(=CC1=CC=CC=C1)OC2=CC=CC=C2OCCCN3CCCCC3,,,,,,
99,60100,CID 60100,CC(=O)C(=CC1=CC=CC=C1)OC2=CC=CC=C2OCCCN3CCN(CC3)C.C(=CC(=O)O)C(=O)O.C(=CC(=O)O)C(=O)O,,,,,,
100,60101,3-[2-[3-(4-Methylpiperazin-1-yl)propoxy]phenoxy]-4-phenylbut-3-en-2-one,CC(=O)C(=CC1=CC=CC=C1)OC2=CC=CC=C2OCCCN3CCN(CC3)C,,,,,,
101,60102,CID 60102,CC[NH+](CC)CCOC1=C(C=C(C=C1)Cl)OC(=CC2=CC=CC=C2)C(=O)C.C(C(=O)O)C(CC(=O)O)(C(=O)[O-])O,,,,,,
102,60103,CID 60103,CCN(CC)CCOC1=C(C=C(C=C1)Cl)OC(=CC2=CC=CC=C2)C(=O)C,,,,,,
103,60104,CID 60104,CC(C)N(CCOC1=C(C=C(C=C1)Cl)OC(=CC2=CC=CC=C2)C(=O)C)C(C)C.C(C(C(=O)O)O)(C(=O)O)O,,,,,,
104,60105,CID 60105,CC(C)N(CCOC1=C(C=C(C=C1)Cl)OC(=CC2=CC=CC=C2)C(=O)C)C(C)C,,,,,,
105,60106,CID 60106,CC(=O)C(=CC1=CC=CC=C1)OC2=C(C=CC(=C2)Cl)OCC[NH+]3CCCCC3.[Cl-],,,,,,
106,60107,CID 60107,CC(=O)C(=CC1=CC=CC=C1)OC2=C(C=CC(=C2)Cl)OCCN3CCCCC3,,,,,,
107,60108,"Butanoic acid, 4-(((2-phenyl-4-thiazolidinyl)carbonyl)amino)-, methyl ester, monohydrochloride",COC(=O)CCCNC(=O)C1CSC([NH2+]1)C2=CC=CC=C2.[Cl-],,,,,,
108,60109,"Methyl 4-[(2-phenyl-1,3-thiazolidine-4-carbonyl)amino]butanoate",COC(=O)CCCNC(=O)C1CSC(N1)C2=CC=CC=C2,,,,,,
109,60110,"Methyl N,N'-alpha,epsilon-bis(2-phenylthiazolidine-4-carbonyl)-L-lysine, dihydrochloride",COC(=O)C(CCCCNC(=O)C1CSC([NH2+]1)C2=CC=CC=C2)NC(=O)C3CSC([NH2+]3)C4=CC=CC=C4.[Cl-].[Cl-],,,,,,
110,60111,"Methyl 2,6-bis[(2-phenyl-1,3-thiazolidine-4-carbonyl)amino]hexanoate",COC(=O)C(CCCCNC(=O)C1CSC(N1)C2=CC=CC=C2)NC(=O)C3CSC(N3)C4=CC=CC=C4,,,,,,
111,60112,"(Z)-3-(4-(3-((1,1-Dimethylethyl)amino)-2-hydroxypropoxy)phenoxy)-3-buten-2-one hydrobromide",CC(=O)C(=C)OC1=CC=C(C=C1)OCC(C[NH2+]C(C)(C)C)O.[Br-],,,,,,
112,60113,3-[4-[3-(Tert-butylamino)-2-hydroxypropoxy]phenoxy]but-3-en-2-one,CC(=O)C(=C)OC1=CC=C(C=C1)OCC(CNC(C)(C)C)O,,,,,,
113,60114,CID 60114,CCCCN(CCCC)C(=S)SC(=CC(=O)C1=CC=CC=C1)C2=CC=CC=C2,,,,,,
114,60115,CID 60115,CCCCN(CCCC)C(=S)SC(=CC(=O)C1=CC=CO1)C2=CC=CC=C2,,,,,,
115,60116,"(3-oxo-1-phenyl-3-thiophen-2-ylprop-1-enyl) N,N-dibutylcarbamodithioate",CCCCN(CCCC)C(=S)SC(=CC(=O)C1=CC=CS1)C2=CC=CC=C2,,,,,,
116,60117,"[3-(furan-2-yl)-3-oxo-1-phenylprop-1-enyl] N,N-diethylcarbamodithioate",CCN(CC)C(=S)SC(=CC(=O)C1=CC=CO1)C2=CC=CC=C2,,,,,,
117,60118,"ACETAMIDE, N-(5-(p-AMINOPHENOXY)PENTYL)-2,2,2-TRICHLORO-",C1=CC(=CC=C1N)OCCCCCNC(=O)C(Cl)(Cl)Cl,,,,,,
118,60119,2-(1-Azabicyclo(2.2.2)oct-2-ylmethyl)-1-naphthalenol hydrochloride,C1C[NH+]2CCC1CC2CC3=C(C4=CC=CC=C4C=C3)O.[Cl-],,,,,,
119,60120,2-(1-Azabicyclo[2.2.2]octan-2-ylmethyl)naphthalen-1-ol,C1CN2CCC1CC2CC3=C(C4=CC=CC=C4C=C3)O,,,,,,
120,60121,"m-ANISIDINE, 4-((5-(METHYLTHIO)PENTYL)OXY)-",COC1=C(C=CC(=C1)N)OCCCCCSC,,,,,,
121,60122,"m-ANISIDINE, 4-((5-(METHYLSULFONYL)PENTYL)OXY)-",COC1=C(C=CC(=C1)N)OCCCCCS(=O)(=O)C,,,,,,
122,60123,1-(2-Diethylaminoacetamidomethylphenoxy)-n-octane hydrochloride,CCCCCCCCOC1=CC=CC=C1CNC(=O)C[NH+](CC)CC.[Cl-],,,,,,
123,60124,2-(diethylamino)-N-[(2-octoxyphenyl)methyl]acetamide,CCCCCCCCOC1=CC=CC=C1CNC(=O)CN(CC)CC,,,,,,
124,60125,"1H-Indole-3-acetic acid, 5-methoxy-2-methyl-1-(2-oxo-2-phenylethyl)-",CC1=C(C2=C(N1CC(=O)C3=CC=CC=C3)C=CC(=C2)OC)CC(=O)O,,,,,,
125,60126,"1H-Indole-3-acetic acid, 5-methoxy-2-methyl-1-(2-(4-methylphenyl)-2-oxoethyl)-",CC1=CC=C(C=C1)C(=O)CN2C(=C(C3=C2C=CC(=C3)OC)CC(=O)O)C,,,,,,
126,60127,"1H-Indole-3-acetic acid, 1-(2-cyclohexyl-2-oxoethyl)-5-methoxy-2-methyl-",CC1=C(C2=C(N1CC(=O)C3CCCCC3)C=CC(=C2)OC)CC(=O)O,,,,,,
127,60128,"1H-Indole-3-acetic acid, 7-(4-methoxybenzoyl)-2-methyl-",CC1=C(C2=C(N1)C(=CC=C2)C(=O)C3=CC=C(C=C3)OC)CC(=O)O,,,,,,
128,60129,"1H-Indole-3-acetic acid, 1-(2-(4-chlorophenyl)-2-oxoethyl)-5-methoxy-2-methyl-",CC1=C(C2=C(N1CC(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,,,,,,
129,60130,"Acetanilide, 2-chloro-N-((diethylcarbamoyl)methyl)-",CCN(CC)C(=O)CN(C1=CC=CC=C1)C(=O)CCl,,,,,,
