,CID,name,smiles,7.1 Drug Indication,8.1 Pharmacodynamics,8.2 MeSH Pharmacological Classification,"8.5 Absorption,Distribution and Excretion",8.6 Metabolism/Metabolites,8.7 Biological Half-Life
10,1965011,"1-(3-Chlorophenyl)-3-(5-{[(4-chlorophenyl)sulfanyl]methyl}-1,3,4-thiadiazol-2-yl)urea",C1=CC(=CC(=C1)Cl)NC(=O)NC2=NN=C(S2)CSC3=CC=C(C=C3)Cl,,,,,,
11,1965012,"N-{(4E)-8-ethoxy-1,3-dimethyl-6-[4-(methylsulfanyl)phenyl]-4H-cyclohepta[c]furan-4-ylidene}-3,4-dimethoxyaniline",CCOC1=CC(=CC(=NC2=CC(=C(C=C2)OC)OC)C3=C(OC(=C13)C)C)C4=CC=C(C=C4)SC,,,,,,
12,1965013,"N-[2-(3,4-dimethylphenoxy)ethyl]-2,2-diphenylacetamide",CC1=C(C=C(C=C1)OCCNC(=O)C(C2=CC=CC=C2)C3=CC=CC=C3)C,,,,,,
13,1965014,"3-[2-(4-Ethoxyphenyl)-2-hydroxyethenyl]-6-ethylsulfonyl-1,4-benzoxazin-2-one",CCOC1=CC=C(C=C1)C(=CC2=NC3=C(C=CC(=C3)S(=O)(=O)CC)OC2=O)O,,,,,,
14,1965015,"N,N-dimethyl-3-[[5-(2-methylfuran-3-yl)-1,3,4-oxadiazol-2-yl]sulfanyl]propanamide",CC1=C(C=CO1)C2=NN=C(O2)SCCC(=O)N(C)C,,,,,,
15,1965016,CID 1965016,C1=CC=C(C(=C1)CN2C(=O)[C@H]3[C@H]([NH2+][C@@]4([C@H]3C2=O)C5=C(C(=CC=C5)Cl)NC4=O)CC6=CC=C(C=C6)O)Cl,,,,,,
16,1965017,CID 1965017,C1=CC=C(C(=C1)CN2C(=O)[C@H]3[C@H](N[C@@]4([C@H]3C2=O)C5=C(C(=CC=C5)Cl)NC4=O)CC6=CC=C(C=C6)O)Cl,,,,,,
17,1965018,"4-[(2-bromobenzylidene)amino]-5-(4-tert-butylphenyl)-4H-1,2,4-triazole-3-thiol",CC(C)(C)C1=CC=C(C=C1)C2=NNC(=S)N2N=CC3=CC=CC=C3Br,,,,,,
18,1965019,CID 1965019,C1=CC=C(C(=C1)CN2C(=O)[C@H]3[C@H]([NH2+][C@]4([C@H]3C2=O)C5=C(C(=CC=C5)Cl)NC4=O)CC6=CC=C(C=C6)O)Cl,,,,,,
19,1965020,CID 1965020,C1=CC=C(C(=C1)CN2C(=O)[C@H]3[C@H](N[C@]4([C@H]3C2=O)C5=C(C(=CC=C5)Cl)NC4=O)CC6=CC=C(C=C6)O)Cl,,,,,,
20,1965021,CID 1965021,C1=CC=C(C(=C1)CN2C(=O)[C@H]3[C@@H]([NH2+][C@@]4([C@H]3C2=O)C5=C(C(=CC=C5)Cl)NC4=O)CC6=CC=C(C=C6)O)Cl,,,,,,
21,1965022,CID 1965022,C1=CC=C(C(=C1)CN2C(=O)[C@H]3[C@@H](N[C@@]4([C@H]3C2=O)C5=C(C(=CC=C5)Cl)NC4=O)CC6=CC=C(C=C6)O)Cl,,,,,,
22,1965023,CID 1965023,CCOC1=C(C=C(C=C1)C=[NH+]NC(=O)C2=CC3=C(C=C2)N=CN3)OC,,,,,,
23,1965024,CID 1965024,C1=CC=C(C(=C1)CN2C(=O)[C@H]3[C@@H]([NH2+][C@]4([C@H]3C2=O)C5=C(C(=CC=C5)Cl)NC4=O)CC6=CC=C(C=C6)O)Cl,,,,,,
24,1965025,CID 1965025,C1=CC=C(C(=C1)CN2C(=O)[C@H]3[C@@H](N[C@]4([C@H]3C2=O)C5=C(C(=CC=C5)Cl)NC4=O)CC6=CC=C(C=C6)O)Cl,,,,,,
25,1965026,"2-(3-Bromophenyl)-3-phenylchromeno[2,3-d]pyrimidine-4,5-dione",C1=CC=C(C=C1)N2C(=NC3=C(C2=O)C(=O)C4=CC=CC=C4O3)C5=CC(=CC=C5)Br,,,,,,
26,1965027,"2-{[5-(3-chlorophenyl)-4-(furan-2-ylmethyl)-4H-1,2,4-triazol-3-yl]sulfanyl}-N-(4-methylphenyl)acetamide",CC1=CC=C(C=C1)NC(=O)CSC2=NN=C(N2CC3=CC=CO3)C4=CC(=CC=C4)Cl,,,,,,
27,1965028,"(7E)-3-(4-chlorophenyl)-7-[(3-methoxyphenyl)methylidene]-2,4-dihydro-[1,3]thiazolo[3,2-a][1,3,5]triazin-6-one",COC1=CC=CC(=C1)/C=C/2\C(=O)N3CN(CN=C3S2)C4=CC=C(C=C4)Cl,,,,,,
28,1965029,"(7Z)-3-(4-chlorophenyl)-7-(3-methoxybenzylidene)-3,4-dihydro-2H-[1,3]thiazolo[3,2-a][1,3,5]triazin-6(7H)-one",COC1=CC=CC(=C1)/C=C\2/C(=O)N3CN(CN=C3S2)C4=CC=C(C=C4)Cl,,,,,,
29,1965030,"N-(3,5-dimethoxyphenyl)-2-{[4-(4-methoxyphenyl)-5-(thiophen-2-ylmethyl)-4H-1,2,4-triazol-3-yl]sulfanyl}acetamide",COC1=CC=C(C=C1)N2C(=NN=C2SCC(=O)NC3=CC(=CC(=C3)OC)OC)CC4=CC=CS4,,,,,,
30,1965031,2-chloro-N-[4-(2-chlorophenyl)-6-methyl-5-oxo-2-phenylpyridazin-3-yl]benzamide,CC1=NN(C(=C(C1=O)C2=CC=CC=C2Cl)NC(=O)C3=CC=CC=C3Cl)C4=CC=CC=C4,,,,,,
31,1965032,"2-(pentylsulfanyl)-3-propyl-3H-spiro[benzo[h]quinazoline-5,1'-cyclohexan]-4(6H)-one",CCCCCSC1=NC2=C(C(=O)N1CCC)C3(CCCCC3)CC4=CC=CC=C42,,,,,,
32,1965033,"methyl 4-{2-amino-3-[(2-phenylethyl)carbamoyl]-1H-pyrrolo[2,3-b]quinoxalin-1-yl}benzoate",COC(=O)C1=CC=C(C=C1)N2C(=C(C3=NC4=CC=CC=C4N=C32)C(=O)NCCC5=CC=CC=C5)N,,,,,,
33,1965034,CID 1965034,CCOC1=CC=CC(=C1)[C@H]2C3=C(C(=O)N2CC4=C[NH+]=CC=C4)OC5=C(C=C(C=C5C3=O)C)C,,,,,,
34,1965035,"(1S)-1-(3-ethoxyphenyl)-5,7-dimethyl-2-(pyridin-3-ylmethyl)-1H-chromeno[2,3-c]pyrrole-3,9-dione",CCOC1=CC=CC(=C1)[C@H]2C3=C(C(=O)N2CC4=CN=CC=C4)OC5=C(C=C(C=C5C3=O)C)C,,,,,,
35,1965036,"2-[(1,3-benzodioxol-5-ylmethyl)sulfanyl]-3-methyl-5,6,7,8-tetrahydro[1]benzothieno[2,3-d]pyrimidin-4(3H)-one",CN1C(=O)C2=C(N=C1SCC3=CC4=C(C=C3)OCO4)SC5=C2CCCC5,,,,,,
36,1965037,CID 1965037,CC1=CC=C(C=C1)C(=O)[C@H]2[C@@H](N(C(=O)C2=O)CCC3=CC=CC=C3)C4=CC=C(C=C4)Cl,,,,,,
37,1965038,CID 1965038,CCOC1=CC=CC(=C1)[C@@H]2C3=C(C(=O)N2CC4=C[NH+]=CC=C4)OC5=C(C=C(C=C5C3=O)C)C,,,,,,
38,1965039,"(1R)-1-(3-ethoxyphenyl)-5,7-dimethyl-2-(pyridin-3-ylmethyl)-1H-chromeno[2,3-c]pyrrole-3,9-dione",CCOC1=CC=CC(=C1)[C@@H]2C3=C(C(=O)N2CC4=CN=CC=C4)OC5=C(C=C(C=C5C3=O)C)C,,,,,,
39,1965040,"N-(5-chloro-2-methoxyphenyl)-3-(2-hydroxy-4,6-dimethylphenyl)-1H-pyrazole-5-carboxamide",CC1=CC(=C(C(=C1)O)C2=NNC(=C2)C(=O)NC3=C(C=CC(=C3)Cl)OC)C,,,,,,
40,1965041,"3-(3-chlorophenyl)-5-[(2,6-dichlorobenzyl)sulfanyl]-4-methyl-4H-1,2,4-triazole",CN1C(=NN=C1SCC2=C(C=CC=C2Cl)Cl)C3=CC(=CC=C3)Cl,,,,,,
41,1965042,CID 1965042,CC1=CC=C(C=C1)C(=O)[C@@H]2[C@H](N(C(=O)C2=O)CCC3=CC=CC=C3)C4=CC=C(C=C4)Cl,,,,,,
42,1965043,"N-(5-chloro-2-methylphenyl)-2-{[4-(furan-2-ylmethyl)-5-(thiophen-2-ylmethyl)-4H-1,2,4-triazol-3-yl]sulfanyl}acetamide",CC1=C(C=C(C=C1)Cl)NC(=O)CSC2=NN=C(N2CC3=CC=CO3)CC4=CC=CS4,,,,,,
43,1965044,CID 1965044,CN1C2=C(C=C(C=C2)F)C3=C1C(=O)N(C=N3)CC[NH+]4CCCCC4,,,,,,
44,1965045,"8-Fluoro-5-methyl-3-(2-piperidin-1-ylethyl)pyrimido[5,4-b]indol-4-one",CN1C2=C(C=C(C=C2)F)C3=C1C(=O)N(C=N3)CCN4CCCCC4,,,,,,
45,1965046,1-[(2-Bromobenzoyl)amino]-3-(furan-2-ylmethyl)thiourea,C1=CC=C(C(=C1)C(=O)NNC(=S)NCC2=CC=CO2)Br,,,,,,
46,1965047,"Pyrrolidin-1-yl-(7,14,14-trimethyl-13-oxa-10-thia-3,5,6,8-tetrazatetracyclo[7.7.0.02,6.011,16]hexadeca-1(9),2,4,7,11(16)-pentaen-4-yl)methanone",CC1=NC2=C(C3=C(S2)COC(C3)(C)C)C4=NC(=NN14)C(=O)N5CCCC5,,,,,,
47,1965048,CID 1965048,CC1=CC=C(C=C1)N2C(=NN=C2SCC(=O)NNC(=C)C3=CC=CC4=CC=CC=C43)C5=CC=C(C=C5)Cl,,,,,,
48,1965049,CID 1965049,CC1=CC(=NC2=C1C3=NC(=CC(=[N+]3N2)NC4=CC=NC=C4)C)C,,,,,,
49,1965050,ethyl (2R)-2-benzamido-2-cyanoacetate,CCOC(=O)[C@@H](C#N)NC(=O)C1=CC=CC=C1,,,,,,
50,1965051,ethyl N-benzoyl-3-nitriloalaninate,CCOC(=O)[C@H](C#N)NC(=O)C1=CC=CC=C1,,,,,,
51,1965052,CID 1965052,CC1=CC(=CC2=C1NC(=O)[C@@]23[C@H]4[C@@H]([C@H]5[NH+]3CCC5)C(=O)N(C4=O)C6=CC(=C(C=C6)Cl)Cl)Cl,,,,,,
52,1965053,CID 1965053,CC1=CC(=CC2=C1NC(=O)[C@@]23[C@H]4[C@@H]([C@H]5N3CCC5)C(=O)N(C4=O)C6=CC(=C(C=C6)Cl)Cl)Cl,,,,,,
53,1965054,CID 1965054,CC1=CC(=CC2=C1NC(=O)[C@@]23[C@H]4[C@@H]([C@@H]5[NH+]3CCC5)C(=O)N(C4=O)C6=CC(=C(C=C6)Cl)Cl)Cl,,,,,,
54,1965055,CID 1965055,CC1=CC(=CC2=C1NC(=O)[C@@]23[C@H]4[C@@H]([C@@H]5N3CCC5)C(=O)N(C4=O)C6=CC(=C(C=C6)Cl)Cl)Cl,,,,,,
55,1965056,CID 1965056,CC1=C(C=C(C=C1)NC(=O)[C@H]2CC(=O)N=C(S2)NC3=CC(=C(C=C3)F)Cl)C,,,,,,
56,1965057,2-[(2S)-1-benzoyl-3-oxopiperazin-2-yl]-N-(3-methoxyphenyl)acetamide,COC1=CC=CC(=C1)NC(=O)C[C@H]2C(=O)NCCN2C(=O)C3=CC=CC=C3,,,,,,
57,1965058,CID 1965058,CC1=C(C=C(C=C1)NC(=O)[C@@H]2CC(=O)N=C(S2)NC3=CC(=C(C=C3)F)Cl)C,,,,,,
58,1965059,2-[(2R)-1-benzoyl-3-oxopiperazin-2-yl]-N-(3-methoxyphenyl)acetamide,COC1=CC=CC(=C1)NC(=O)C[C@@H]2C(=O)NCCN2C(=O)C3=CC=CC=C3,,,,,,
59,1965060,CID 1965060,CCCCCCN1[C@H]([C@H](C(=O)C1=O)C(=O)C2=CC=C(C=C2)C)C3=CC=C(C=C3)C(C)C,,,,,,
60,1965061,"3-(4-methoxybenzyl)-10-methyl-2-pentylpyrimido[4,5-b]quinoline-4,5(3H,10H)-dione",CCCCCC1=NC2=C(C(=O)C3=CC=CC=C3N2C)C(=O)N1CC4=CC=C(C=C4)OC,,,,,,
61,1965062,"N-(1-butyl-8-methyl-1H-pyrazolo[3,4-b]quinolin-3-yl)-3-chlorobenzamide",CCCCN1C2=NC3=C(C=CC=C3C=C2C(=N1)NC(=O)C4=CC(=CC=C4)Cl)C,,,,,,
62,1965063,2-fluoro-N-[(6-methyl-2-oxo-1H-quinolin-3-yl)methyl]-N-[[(2S)-oxolan-2-yl]methyl]benzamide,CC1=CC2=C(C=C1)NC(=O)C(=C2)CN(C[C@@H]3CCCO3)C(=O)C4=CC=CC=C4F,,,,,,
63,1965064,CID 1965064,CCCCCCN1[C@@H]([C@H](C(=O)C1=O)C(=O)C2=CC=C(C=C2)C)C3=CC=C(C=C3)C(C)C,,,,,,
64,1965065,CID 1965065,CCC1=NC2=CC(=C(C=C2C3=NN=C(N13)C[NH+]4CCC(CC4)C5=CC=CC=C5)OC)OC,,,,,,
65,1965066,"5-Ethyl-8,9-dimethoxy-3-[(4-phenylpiperidin-1-yl)methyl]-[1,2,4]triazolo[4,3-c]quinazoline",CCC1=NC2=CC(=C(C=C2C3=NN=C(N13)CN4CCC(CC4)C5=CC=CC=C5)OC)OC,,,,,,
66,1965067,"4-({3-[3-(3,4-Dimethoxyphenyl)-1,2,4-oxadiazol-5-yl]propanoyl}amino)benzamide",COC1=C(C=C(C=C1)C2=NOC(=N2)CCC(=O)NC3=CC=C(C=C3)C(=O)N)OC,,,,,,
67,1965068,"(7R)-2-[4-(1,3-benzodioxol-5-ylmethyl)piperazin-4-ium-1-yl]-4-methyl-7-(4-propan-2-ylphenyl)-7,8-dihydro-6H-quinazolin-5-one",CC1=C2C(=NC(=N1)N3CC[NH+](CC3)CC4=CC5=C(C=C4)OCO5)C[C@H](CC2=O)C6=CC=C(C=C6)C(C)C,,,,,,
68,1965069,"(7R)-2-[4-(1,3-benzodioxol-5-ylmethyl)piperazin-1-yl]-4-methyl-7-(4-propan-2-ylphenyl)-7,8-dihydro-6H-quinazolin-5-one",CC1=C2C(=NC(=N1)N3CCN(CC3)CC4=CC5=C(C=C4)OCO5)C[C@H](CC2=O)C6=CC=C(C=C6)C(C)C,,,,,,
69,1965070,CID 1965070,C[N+]1=C(NC2=CC=CC=C21)SCC(=O)NN=CC3=C(C=C(C=C3OC)OC)OC,,,,,,
70,1965071,"(7S)-2-[4-(1,3-benzodioxol-5-ylmethyl)piperazin-4-ium-1-yl]-4-methyl-7-(4-propan-2-ylphenyl)-7,8-dihydro-6H-quinazolin-5-one",CC1=C2C(=NC(=N1)N3CC[NH+](CC3)CC4=CC5=C(C=C4)OCO5)C[C@@H](CC2=O)C6=CC=C(C=C6)C(C)C,,,,,,
71,1965072,"(7S)-2-[4-(1,3-benzodioxol-5-ylmethyl)piperazin-1-yl]-4-methyl-7-(4-propan-2-ylphenyl)-7,8-dihydro-6H-quinazolin-5-one",CC1=C2C(=NC(=N1)N3CCN(CC3)CC4=CC5=C(C=C4)OCO5)C[C@@H](CC2=O)C6=CC=C(C=C6)C(C)C,,,,,,
72,1965073,"(3R)-5-(3,4-dimethoxyphenyl)-3-(4-ethylphenyl)-2-methylsulfonyl-1,3-dihydropyrazole",CCC1=CC=C(C=C1)[C@H]2C=C(NN2S(=O)(=O)C)C3=CC(=C(C=C3)OC)OC,,,,,,
73,1965074,"4-(4-methoxyphenyl)-N-(3-methylphenyl)-1-phenyl-5,6,7,8-tetrahydro-2a,4a-diazacyclopenta[cd]azulene-2-carboxamide",CC1=CC(=CC=C1)NC(=O)C2=C(C3=C4N2C=C(N4CCCC3)C5=CC=C(C=C5)OC)C6=CC=CC=C6,,,,,,
74,1965075,"(3S)-5-(3,4-dimethoxyphenyl)-3-(4-ethylphenyl)-2-methylsulfonyl-1,3-dihydropyrazole",CCC1=CC=C(C=C1)[C@@H]2C=C(NN2S(=O)(=O)C)C3=CC(=C(C=C3)OC)OC,,,,,,
75,1965076,"(2S)-2-(2,5-dimethoxyphenyl)-2,3-dihydro-1,3-benzoxazin-4-one",COC1=CC(=C(C=C1)OC)[C@H]2NC(=O)C3=CC=CC=C3O2,,,,,,
76,1965077,"(2R)-2-(2,5-dimethoxyphenyl)-2,3-dihydro-1,3-benzoxazin-4-one",COC1=CC(=C(C=C1)OC)[C@@H]2NC(=O)C3=CC=CC=C3O2,,,,,,
77,1965078,"3-(4-Chlorophenyl)-8,9-dimethoxy-5-methyl-[1,2,4]triazolo[4,3-c]quinazoline",CC1=NC2=CC(=C(C=C2C3=NN=C(N13)C4=CC=C(C=C4)Cl)OC)OC,,,,,,
78,1965079,"propan-2-yl 2-amino-1-(1,3-benzodioxol-5-yl)-1H-pyrrolo[2,3-b]quinoxaline-3-carboxylate",CC(C)OC(=O)C1=C(N(C2=NC3=CC=CC=C3N=C12)C4=CC5=C(C=C4)OCO5)N,,,,,,
79,1965080,N-[2-(3-chlorophenyl)-4-(4-chlorophenyl)-6-methyl-5-oxopyridazin-3-yl]thiophene-2-carboxamide,CC1=NN(C(=C(C1=O)C2=CC=C(C=C2)Cl)NC(=O)C3=CC=CS3)C4=CC(=CC=C4)Cl,,,,,,
80,1965081,2-(4-Nitrophenyl)-2-oxoethyl 2-(4-chlorophenyl)-8-methyl-4-quinolinecarboxylate,CC1=C2C(=CC=C1)C(=CC(=N2)C3=CC=C(C=C3)Cl)C(=O)OCC(=O)C4=CC=C(C=C4)[N+](=O)[O-],,,,,,
81,1965082,"4-({3-[3-(4-Chlorophenyl)-1,2,4-oxadiazol-5-yl]propanoyl}amino)benzamide",C1=CC(=CC=C1C2=NOC(=N2)CCC(=O)NC3=CC=C(C=C3)C(=O)N)Cl,,,,,,
82,1965083,1-(2-Chloro-ethyl)oxy-2-hydroximino-3-methyl-4-nitro-3-phospholene-1-oxide,CC1=C(CP(=O)(C1=NO)OCCCl)[N+](=O)[O-],,,,,,
83,1965084,CID 1965084,C1=CC=C(C=C1)C2=NC3=NC(=O)C=C(N3N2)NC(=O)C4=CC=C(C=C4)[N+](=O)[O-],,,,,,
84,1965085,CID 1965085,CCOC1=CC=C(C=C1)[C@H]2C3=C(C(=O)N2CCO)NN=C3C4=CC(=CC(=C4O)C)C,,,,,,
85,1965086,CID 1965086,C1=CC(=CC=C1C=[NH+]NC(=O)C2=CC3=C(C=C2)N=CN3)O,,,,,,
86,1965087,CID 1965087,CCOC1=CC=C(C=C1)[C@@H]2C3=C(C(=O)N2CCO)NN=C3C4=CC(=CC(=C4O)C)C,,,,,,
87,1965088,"N-[(2R)-3-carbazol-9-yl-2-hydroxypropyl]-4-chloro-N-(2,4-dimethylphenyl)benzenesulfonamide",CC1=CC(=C(C=C1)N(C[C@@H](CN2C3=CC=CC=C3C4=CC=CC=C42)O)S(=O)(=O)C5=CC=C(C=C5)Cl)C,,,,,,
88,1965089,"4-methoxy-N-[(8-methyl-2-oxo-1,2-dihydroquinolin-3-yl)methyl]-N-(2-methylpropyl)benzamide",CC1=C2C(=CC=C1)C=C(C(=O)N2)CN(CC(C)C)C(=O)C3=CC=C(C=C3)OC,,,,,,
89,1965090,"6-(1,2,3,4-Tetrahydroquinoline-1-sulfonyl)-2,3-dihydro-1,3-benzoxazol-2-one",C1CC2=CC=CC=C2N(C1)S(=O)(=O)C3=CC4=C(C=C3)NC(=O)O4,,,,,,
90,1965091,CID 1965091,CC1=C(C=CC(=C1)OC)C(=O)[C@H]2[C@@H](N(C(=O)C2=O)CCOC)C3=C(C=C(C=C3)Cl)Cl,,,,,,
91,1965092,N-[2-(4-chlorophenyl)-4-(3-methoxyphenyl)-6-methyl-5-oxopyridazin-3-yl]-4-fluorobenzamide,CC1=NN(C(=C(C1=O)C2=CC(=CC=C2)OC)NC(=O)C3=CC=C(C=C3)F)C4=CC=C(C=C4)Cl,,,,,,
92,1965093,CID 1965093,CN1C2=C(C=C(C=C2)S(=O)(=O)[N-]C3=CC4=C(C=C3)OCO4)OC1=O,,,,,,
93,1965094,CID 1965094,C1=CC(=CC=C1C(=O)NC2=CC(=O)N=C3N2NC=N3)[N+](=O)[O-],,,,,,
94,1965095,CID 1965095,CC1=C(C=CC(=C1)OC)C(=O)[C@H]2[C@H](N(C(=O)C2=O)CCOC)C3=C(C=C(C=C3)Cl)Cl,,,,,,
95,1965096,"N-(3,4-dimethylphenyl)-2-({4-(4-ethoxyphenyl)-5-[(4-methylphenoxy)methyl]-4H-1,2,4-triazol-3-yl}sulfanyl)acetamide",CCOC1=CC=C(C=C1)N2C(=NN=C2SCC(=O)NC3=CC(=C(C=C3)C)C)COC4=CC=C(C=C4)C,,,,,,
96,1965097,"3-(3-chlorophenyl)-5-[(naphthalen-1-ylmethyl)sulfanyl]-4-phenyl-4H-1,2,4-triazole",C1=CC=C(C=C1)N2C(=NN=C2SCC3=CC=CC4=CC=CC=C43)C5=CC(=CC=C5)Cl,,,,,,
97,1965098,CID 1965098,CN1C2=C(C(=O)NC1=O)[N+]3=C(N2)N(CC3)C4=CC=C(C=C4)OC5=CC=CC=C5,,,,,,
98,1965099,CID 1965099,CC1=CC=CN2C1=NC(=C(C2=O)/C=C/3\C(=O)N(C(=S)S3)CCC4=CC=CC=C4)N5CCSCC5,,,,,,
99,1965100,"9-methyl-3-{(Z)-[4-oxo-3-(2-phenylethyl)-2-thioxo-1,3-thiazolidin-5-ylidene]methyl}-2-(thiomorpholin-4-yl)-4H-pyrido[1,2-a]pyrimidin-4-one",CC1=CC=CN2C1=NC(=C(C2=O)/C=C\3/C(=O)N(C(=S)S3)CCC4=CC=CC=C4)N5CCSCC5,,,,,,
100,1965101,[3-[(3-Chlorophenyl)sulfonylamino]quinoxalin-2-yl]-(pyridin-1-ium-2-ylmethyl)azanide,C1=CC=C2C(=C1)N=C(C(=N2)[N-]CC3=CC=CC=[NH+]3)NS(=O)(=O)C4=CC(=CC=C4)Cl,,,,,,
101,1965102,3-chloro-N-[(2Z)-3-[(pyridin-2-ylmethyl)amino]quinoxalin-2(1H)-ylidene]benzenesulfonamide,C1=CC=C2C(=C1)N=C(C(=N2)NS(=O)(=O)C3=CC(=CC=C3)Cl)NCC4=CC=CC=N4,,,,,,
102,1965103,bis(2-hydroxyethyl)-[(2R)-2-hydroxy-3-(4-methoxyphenoxy)propyl]azanium,COC1=CC=C(C=C1)OC[C@@H](C[NH+](CCO)CCO)O,,,,,,
103,1965104,(2R)-1-[bis(2-hydroxyethyl)amino]-3-(4-methoxyphenoxy)propan-2-ol,COC1=CC=C(C=C1)OC[C@@H](CN(CCO)CCO)O,,,,,,
104,1965105,bis(2-hydroxyethyl)-[(2S)-2-hydroxy-3-(4-methoxyphenoxy)propyl]azanium,COC1=CC=C(C=C1)OC[C@H](C[NH+](CCO)CCO)O,,,,,,
105,1965106,(2S)-1-[bis(2-hydroxyethyl)amino]-3-(4-methoxyphenoxy)propan-2-ol,COC1=CC=C(C=C1)OC[C@H](CN(CCO)CCO)O,,,,,,
106,1965107,"2-amino-N-(furan-2-ylmethyl)-1-(3-methoxypropyl)pyrrolo[3,2-b]quinoxaline-3-carboxamide",COCCCN1C(=C(C2=NC3=CC=CC=C3N=C21)C(=O)NCC4=CC=CO4)N,,,,,,
107,1965108,CID 1965108,CC1=C(C=C(C=C1)OC)NC(=O)CSC2=C(C=CC(=[NH+]2)C3=CC4=C(C=C3)OCO4)C#N,,,,,,
108,1965109,"2-{[6-(1,3-benzodioxol-5-yl)-3-cyanopyridin-2-yl]sulfanyl}-N-(5-methoxy-2-methylphenyl)acetamide",CC1=C(C=C(C=C1)OC)NC(=O)CSC2=C(C=CC(=N2)C3=CC4=C(C=C3)OCO4)C#N,,,,,,
109,1965110,CID 1965110,CC(C)OC1=CC=C(C=C1)/C=C/2\C(=O)N=C(N2)C3=CC=CC=C3Br,,,,,,
110,1965111,CID 1965111,CC(C)OC1=CC=C(C=C1)/C=C\2/C(=O)N=C(N2)C3=CC=CC=C3Br,,,,,,
111,1965112,(2S)-3-(but-1-en-2-ylamino)-2-ethyl-2-methyl-1H-quinazolin-4-one,CCC(=C)NN1C(=O)C2=CC=CC=C2N[C@]1(C)CC,,,,,,
112,1965113,(2R)-3-(but-1-en-2-ylamino)-2-ethyl-2-methyl-1H-quinazolin-4-one,CCC(=C)NN1C(=O)C2=CC=CC=C2N[C@@]1(C)CC,,,,,,
113,1965114,"3-butyl-2-(propan-2-ylsulfanyl)-3H-spiro[benzo[h]quinazoline-5,1'-cyclohexan]-4(6H)-one",CCCCN1C(=O)C2=C(C3=CC=CC=C3CC24CCCCC4)N=C1SC(C)C,,,,,,
114,1965115,"4-[(3R)-5-(3,4-dimethoxyphenyl)-3-(4-ethylphenyl)-1,3-dihydropyrazol-2-yl]-4-oxobutanoate",CCC1=CC=C(C=C1)[C@H]2C=C(NN2C(=O)CCC(=O)[O-])C3=CC(=C(C=C3)OC)OC,,,,,,
115,1965116,"4-[(3R)-5-(3,4-dimethoxyphenyl)-3-(4-ethylphenyl)-1,3-dihydropyrazol-2-yl]-4-oxobutanoic acid",CCC1=CC=C(C=C1)[C@H]2C=C(NN2C(=O)CCC(=O)O)C3=CC(=C(C=C3)OC)OC,,,,,,
