,CID,name,smiles,7.1,8.1,8.2,8.5,8.6,8.7
81,50082,2-(Dimethylamino)ethyl o-decyloxycarbanilate hydrochloride,CCCCCCCCCCOC1=CC=CC=C1NC(=O)OCC[NH+](C)C.[Cl-],,,,,,
82,50083,2-dimethylaminoethyl N-(2-decoxyphenyl)carbamate,CCCCCCCCCCOC1=CC=CC=C1NC(=O)OCCN(C)C,,,,,,
83,50084,2-(Dimethylamino)ethyl m-decyloxycarbanilate hydrochloride,CCCCCCCCCCOC1=CC=CC(=C1)NC(=O)OCC[NH+](C)C.[Cl-],,,,,,
84,50085,2-(dimethylamino)ethyl N-(3-decoxyphenyl)carbamate,CCCCCCCCCCOC1=CC=CC(=C1)NC(=O)OCCN(C)C,,,,,,
85,50086,2-(Dimethylamino)ethyl p-decyloxycarbanilate hydrochloride,CCCCCCCCCCOC1=CC=C(C=C1)NC(=O)OCC[NH+](C)C.[Cl-],,,,,,
86,50087,2-dimethylaminoethyl N-(4-decoxyphenyl)carbamate,CCCCCCCCCCOC1=CC=C(C=C1)NC(=O)OCCN(C)C,,,,,,
87,50088,Bepridil hydrochloride,CC(C)COCC(CN(CC1=CC=CC=C1)C2=CC=CC=C2)N3CCCC3.Cl,,,"['Agents used for the treatment or prevention of cardiac arrhythmias. They may affect the polarization-repolarization phase of the action potential, its excitability or refractoriness, or impulse conduction or membrane responsiveness within cardiac fibers. Anti-arrhythmia agents are often classed into four main groups according to their mechanism of action: sodium channel blockade, beta-adrenergic blockade, repolarization prolongation, or calcium channel blockade. (See all compounds classified as Anti-Arrhythmia Agents.)', 'A class of drugs that act by selective inhibition of calcium influx through cellular membranes. (See all compounds classified as Calcium Channel Blockers.)', 'Drugs used in the treatment of acute or chronic vascular HYPERTENSION regardless of pharmacological mechanism. Among the antihypertensive agents are DIURETICS; (especially DIURETICS, THIAZIDE); ADRENERGIC BETA-ANTAGONISTS; ADRENERGIC ALPHA-ANTAGONISTS; ANGIOTENSIN-CONVERTING ENZYME INHIBITORS; CALCIUM CHANNEL BLOCKERS; GANGLIONIC BLOCKERS; and VASODILATOR AGENTS. (See all compounds classified as Antihypertensive Agents.)', 'Drugs used to cause dilation of the blood vessels. (See all compounds classified as Vasodilator Agents.)']",,,
88,50089,Dihydrohymenovin,CC1CC2C(CC3(C1CC(OC3O)O)C)C(C(=O)O2)C,,,,,,
89,50090,"(E)-isopentyl 3,7-dimethylocta-2,6-dienoate",CC(C)CCOC(=O)C=C(C)CCC=C(C)C,,,,,,
90,50091,2-(Dimethylamino)ethyl o-ethoxycarbanilate hydrochloride,CCOC1=CC=CC=C1NC(=O)OCC[NH+](C)C.[Cl-],,,,,,
91,50092,2-dimethylaminoethyl N-(2-ethoxyphenyl)carbamate,CCOC1=CC=CC=C1NC(=O)OCCN(C)C,,,,,,
92,50093,"BENZ(a)ANTHRACENE, 7,12-DIMETHYL-2-FLUORO-",CC1=C2C=CC3=C(C2=C(C4=CC=CC=C14)C)C=C(C=C3)F,,,,,,
93,50094,"BENZ(a)ANTHRACENE, 7,12-DIMETHYL-1-FLUORO-",CC1=C2C=CC3=C(C2=C(C4=CC=CC=C14)C)C(=CC=C3)F,,,,,,
94,50095,"ANDROSTA-1,4-DIEN-3-ONE, 17,17-BIS(METHYLTHIO)-9-FLUORO-11-HYDROXY-, (11-beta)-",C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1CCC2(SC)SC)CCC4=CC(=O)C=C[C@@]43C)F)O,,,,,,
95,50096,"(3R,4R)-7,12-Dimethyl-3,4-dihydrobenzo(a)anthracene-3,4-diol",CC1=C2C=CC3=C(C2=C(C4=CC=CC=C14)C)C=C[C@H]([C@@H]3O)O,,,,,,
96,50097,"BENZ(a)ANTHRACENE, 10,11-DIHYDRO-10,11-DIHYDROXY-7,12-DIMETHYL-, (E)-",CC1=C2C=CC3=CC=CC=C3C2=C(C4=C1C=C[C@@H]([C@H]4O)O)C,,,,,,
97,50098,"4-Methyl-2,3-dinitrophenol",CC1=C(C(=C(C=C1)O)[N+](=O)[O-])[N+](=O)[O-],,,,,,
98,50099,"2,2',3,4',6-Pentachlorobiphenyl",C1=CC(=C(C=C1Cl)Cl)C2=C(C=CC(=C2Cl)Cl)Cl,,,,,,
99,50100,"2,2',3,4',5-Pentachlorobiphenyl",C1=CC(=C(C=C1Cl)Cl)C2=C(C(=CC(=C2)Cl)Cl)Cl,,,,,,
100,50101,"2,3',4,5,5'-Pentachlorobiphenyl",C1=C(C=C(C=C1Cl)Cl)C2=CC(=C(C=C2Cl)Cl)Cl,,,,,,
101,50102,"2,2',3,3',4,5,6-Heptachlorobiphenyl",C1=CC(=C(C(=C1)Cl)Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl,,,,,,
102,50103,"2,2',3,3',4,5,5',6-Octachlorobiphenyl",C1=C(C=C(C(=C1C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl,,,,,,
103,50104,CID 50104,CCCCCCCCC=CCCCCCCCCC(=O)OC(C)(C)C(C(C)C)OC(=O)CCCCCCCC=CCCCCCCCC,,,,,,
104,50105,"Azetidine, 1-(3,4,5-trimethoxythiobenzoyl)-",COC1=CC(=CC(=C1OC)OC)C(=S)N2CCC2,,,,,,
105,50106,"2,6-Diethylquinoline",CCC1=CC2=C(C=C1)N=C(C=C2)CC,,,,,,
106,50107,Proglinazine-ethyl,CCOC(=O)CNC1=NC(=NC(=N1)Cl)NC(C)C,,,,,,
107,50108,Isosulfan blue,CCN(CC)C1=CC=C(C=C1)C(=C2C=CC(=[N+](CC)CC)C=C2)C3=C(C=CC(=C3)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+],,,['Chemicals and substances that impart color including soluble dyes and insoluble pigments. They are used in INKS; PAINTS; and as INDICATORS AND REAGENTS. (See all compounds classified as Coloring Agents.)'],"['Following subcutaneous administration, isosulfan blue injection 1% binds to serum proteins and is picked up by the lymphatic vessels. Thus, the lymphatic vessels are delineated by the blue dye.', 'It is not known whether this drug is excreted in human milk.', 'Up to 10% of the subcutaneously administered dose of isosulfan blue injection 1% is excreted unchanged in the urine in 24 hours in humans.']",,
108,50109,"1,3-Benzenediamine, 4-chloro-, sulfate (1:1)",C1=CC(=C(C=C1N)N)Cl.OS(=O)(=O)O,,,,,,
109,50110,CID 50110,C1=CC(=N)C(=N)C=C1N(O)O.OS(=O)(=O)O,,,,,,
110,50111,CID 50111,C1=CC(=N)C(=CC1=N)N(O)O.OS(=O)(=O)O,,,,,,
111,50112,"[(2R,3S,4S,5R,6R)-2-[(2R,3S,4S,5S,6S)-2-[2-[[6-amino-2-[3-amino-1-[(2,3-diamino-3-oxopropyl)amino]-3-oxopropyl]-5-methylpyrimidine-4-carbonyl]amino]-3-[[3-hydroxy-5-[[3-hydroxy-1-oxo-1-[2-[4-[4-[3-[[(1S)-1-phenylethyl]amino]propylcarbamoyl]-1,3-thiazol-2-yl]-1,3-thiazol-2-yl]ethylamino]butan-2-yl]amino]-4-methyl-5-oxopentan-2-yl]amino]-1-(1H-imidazol-5-yl)-3-oxopropoxy]-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]oxy-3,5-dihydroxy-6-(hydroxymethyl)oxan-4-yl] carbamate",CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)O[C@H]3[C@H]([C@H]([C@@H]([C@@H](O3)CO)O)O)O[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCCN[C@@H](C)C7=CC=CC=C7)O,,,,,,
112,50113,"DIBENZ(a,h)ANTHRACENE, 1,2,7,8-TETRAHYDRO-",C1CC2=C(C=C1)C=CC3=C2C=C4C=CC5=CC=CCC5=C4C3,,,,,,
113,50114,N-((1-Ethyl-2-pyrrolidinyl)methyl)-2-methoxy-5-((dimethylsulfamoyl)amino)benzamide,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)NS(=O)(=O)N(C)C)OC,,,,,,
114,50115,"Benzamide, N-((1-ethyl-2-pyrrolidinyl)methyl)-2-methoxy-4-methyl-5-((methylsulfonyl)amino)-",CCN1CCCC1CNC(=O)C2=C(C=C(C(=C2)NS(=O)(=O)C)C)OC,,,,,,
115,50116,3-(2-ethyl-6H-benzo[c][1]benzothiepin-11-ylidene)propyl-dimethylazanium;chloride,CCC1=CC2=C(C=C1)SCC3=CC=CC=C3C2=CCC[NH+](C)C.[Cl-],,,,,,
116,50117,"3-(2-ethyl-6H-benzo[c][1]benzothiepin-11-ylidene)-N,N-dimethylpropan-1-amine",CCC1=CC2=C(C=C1)SCC3=CC=CC=C3C2=CCCN(C)C,,,,,,
117,50118,CID 50118,CC(C)C1=CC2=C(C=C1)SCC3=CC=CC=C3C2=CCC[NH+](C)C.[Cl-],,,,,,
118,50119,CID 50119,CC(C)C1=CC2=C(C=C1)SCC3=CC=CC=C3C2=CCCN(C)C,,,,,,
119,50120,CID 50120,CCCCC1=CC2=C(C=C1)SCC3=CC=CC=C3C2=CCC[NH+](C)C.[Cl-],,,,,,
120,50121,CID 50121,CCCCC1=CC2=C(C=C1)SCC3=CC=CC=C3C2=CCCN(C)C,,,,,,
121,50122,CID 50122,CC1=C2C(=CC=C1)C(=CCC[NH+](C)C)C3=CC=CC=C3CS2.[Cl-],,,,,,
122,50123,CID 50123,CC1=C2C(=CC=C1)C(=CCCN(C)C)C3=CC=CC=C3CS2,,,,,,
123,50124,"3-(2,9-dichloro-6H-benzo[c][1]benzothiepin-11-ylidene)propyl-dimethylazanium;chloride",C[NH+](C)CCC=C1C2=C(CSC3=C1C=C(C=C3)Cl)C=CC(=C2)Cl.[Cl-],,,,,,
124,50125,"3-(2,9-dichloro-6H-benzo[c][1]benzothiepin-11-ylidene)-N,N-dimethylpropan-1-amine",CN(C)CCC=C1C2=C(CSC3=C1C=C(C=C3)Cl)C=CC(=C2)Cl,,,,,,
125,50126,"5H-Dibenzo(a,d)cyclohepten-5-ol, 10,11-dihydro-3-chloro-5-(3-(dimethylamino)propyl)-, monohydrochloride",C[NH+](C)CCCC1(C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl)O.[Cl-],,,,,,
126,50127,"5-Chloro-2-[3-(dimethylamino)propyl]tricyclo[9.4.0.03,8]pentadeca-1(15),3(8),4,6,11,13-hexaen-2-ol",CN(C)CCCC1(C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl)O,,,,,,
127,50128,"N,N,3-Trimethyl-10,11-dihydro-5H-dibenzo(a,d)cycloheptene-5-propylamine hydrochloride",CC1=CC2=C(CCC3=CC=CC=C3C2CCC[NH+](C)C)C=C1.[Cl-],,,,,,
128,50129,"N,N-dimethyl-3-(5-methyl-2-tricyclo[9.4.0.03,8]pentadeca-1(15),3(8),4,6,11,13-hexaenyl)propan-1-amine",CC1=CC2=C(CCC3=CC=CC=C3C2CCCN(C)C)C=C1,,,,,,
129,50130,"N,N-Dimethyl-5H-dibenzo(a,d)cycloheptene-5-propylamine hydrobromide",C[NH+](C)CCCC1C2=CC=CC=C2C=CC3=CC=CC=C13.[Br-],,,,,,
130,50131,"1-((Octylthio)methyl)pyridinium, chloride",CCCCCCCCSC[N+]1=CC=CC=C1.[Cl-],,,,,,
131,50132,1-(Octylthiomethyl)pyridinium,CCCCCCCCSC[N+]1=CC=CC=C1,,,,,,
132,50133,Ccris 2706,CCCCCCCCSCN1C=C[N+](=C1)C.[Cl-],,,,,,
133,50134,1-Methyl-3-(octylthiomethyl)-1H-imidazole-3-ium,CCCCCCCCSCN1C=C[N+](=C1)C,,,,,,
134,50135,"1H-Imidazolium, 3-((dodecylthio)methyl)-1-methyl-, chloride",CCCCCCCCCCCCSCN1C=C[N+](=C1)C.[Cl-],,,,,,
135,50136,1-Methyl-3-[(dodecylthio)methyl]-1H-imidazol-3-ium,CCCCCCCCCCCCSCN1C=C[N+](=C1)C,,,,,,
136,50137,Pirnabine,CC1CCC2=C(C1)C3=C(C=C(C=C3OC(=O)C)C)OC2(C)C,,,,,,
137,50138,Trioxifene mesylate,COC1=CC=C(C=C1)C2=C(C3=CC=CC=C3CC2)C(=O)C4=CC=C(C=C4)OCCN5CCCC5.CS(=O)(=O)O,,,,,,
138,50139,Trioxifene,COC1=CC=C(C=C1)C2=C(C3=CC=CC=C3CC2)C(=O)C4=CC=C(C=C4)OCCN5CCCC5,,,,,,
139,50140,CID 50140,C1=CC=C2C(=C1)C(=CC(=O)C2=O)[O-].[Na+],,,,,,
140,50141,"1-((Dodecylthio)methyl)pyridinium, chloride",CCCCCCCCCCCCSC[N+]1=CC=CC=C1.[Cl-],,,,,,
141,50142,1-(Dodecylthiomethyl)pyridinium,CCCCCCCCCCCCSC[N+]1=CC=CC=C1,,,,,,
142,50143,"2,4,6-Heptanetriol, 2,6-bis(trifluoromethyl)-1,1,1,7,7,7-hexafluoro-",C(C(CC(C(F)(F)F)(C(F)(F)F)O)O)C(C(F)(F)F)(C(F)(F)F)O,,,,,,
143,50144,"1,3-Butadiene, 1,1,2,3,4-pentachloro-4-(1-methylethoxy)-",CC(C)OC(=C(C(=C(Cl)Cl)Cl)Cl)Cl,,,,,,
144,50145,CID 50145,C1=CC=C2C(=C1)C=CC(=N2)CN=C([NH3+])N.C1=CC=C2C(=C1)C=CC(=N2)CN=C([NH3+])N.[O-]S(=O)(=O)[O-],,,,,,
145,50146,2-Guanidinomethylquinoline,C1=CC=C2C(=C1)C=CC(=N2)CN=C(N)N,,,,,,
146,50147,CID 50147,C1=CC=C2C(=C1)C=CC(=N2)CN=C([NH3+])N.[Cl-],,,,,,
147,50148,2-Guanidinomethylquinoline nitrate,C1=CC=C2C(=C1)C=CC(=N2)C[NH2+]C(=N)N.[N+](=O)([O-])[O-],,,,,,
148,50149,CID 50149,C1C[NH+](CCN1)C2CC3=CC=CC=C3SC4=C2C=C(C=C4O)Cl.C(=CC(=O)[O-])C(=O)O,,,,,,
149,50150,"3-Chloro-5-piperazin-1-yl-5,6-dihydrobenzo[b][1]benzothiepin-1-ol",C1CN(CCN1)C2CC3=CC=CC=C3SC4=C2C=C(C=C4O)Cl,,,,,,
150,50151,CID 50151,CN1CC[NH+](CC1)C2CC3=CC=CC=C3S(=O)C4=C2C=C(C=C4O)Cl.C(=CC(=O)[O-])C(=O)O,,,,,,
151,50152,"3-Chloro-5-(4-methylpiperazin-1-yl)-11-oxo-5,6-dihydrobenzo[b][1]benzothiepin-1-ol",CN1CCN(CC1)C2CC3=CC=CC=C3S(=O)C4=C2C=C(C=C4O)Cl,,,,,,
152,50153,"(1R,3R,alphaR)-Cyfluthrin",CC1([C@H]([C@H]1C(=O)O[C@@H](C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,,,,,,
